,season,md,home_team,away_team,home_goals,away_goals,year
8465,1991/1992,3,MSV Duisburg,SG Wattenscheid 09,0,0,1992
8466,1991/1992,4,Borussia Dortmund,Fortuna Dusseldorf,3,1,1992
8467,1991/1992,4,Bayer 04 Leverkusen,MSV Duisburg,2,1,1992
8468,1991/1992,4,1. FC Kaiserslautern,Stuttgarter Kickers,4,3,1992
8469,1991/1992,4,Hamburger SV,1. FC Cologne,1,1,1992
8470,1991/1992,4,SG Wattenscheid 09,Karlsruher SC,1,1,1992
8471,1991/1992,4,1. FC Nürnberg,1. FC Dynamo Dresden,1,1,1992
8472,1991/1992,4,Bayern München,FC Schalke 04,3,2,1992
8473,1991/1992,4,VfB Stuttgart,Hansa Rostock,3,0,1992
8474,1991/1992,4,Borussia Mönchengladbach,SV Werder Bremen,0,2,1992
8475,1991/1992,4,Eintracht Frankfurt,VfL Bochum,2,1,1992
8476,1991/1992,5,1. FC Dynamo Dresden,Bayern München,0,2,1992
8477,1991/1992,5,Karlsruher SC,Bayer 04 Leverkusen,0,0,1992
8478,1991/1992,5,1. FC Kaiserslautern,Hamburger SV,0,0,1992
8479,1991/1992,5,1. FC Cologne,Eintracht Frankfurt,1,1,1992
8480,1991/1992,5,VfL Bochum,1. FC Nürnberg,0,3,1992
8481,1991/1992,5,Stuttgarter Kickers,MSV Duisburg,0,1,1992
8482,1991/1992,5,Fortuna Dusseldorf,VfB Stuttgart,0,3,1992
8483,1991/1992,5,SV Werder Bremen,SG Wattenscheid 09,2,2,1992
8484,1991/1992,5,Hansa Rostock,Borussia Mönchengladbach,2,1,1992
8485,1991/1992,5,FC Schalke 04,Borussia Dortmund,5,2,1992
8486,1991/1992,6,Borussia Mönchengladbach,Fortuna Dusseldorf,3,1,1992
8487,1991/1992,6,Hamburger SV,Stuttgarter Kickers,0,3,1992
8488,1991/1992,6,Borussia Dortmund,1. FC Dynamo Dresden,4,0,1992
8489,1991/1992,6,SG Wattenscheid 09,Hansa Rostock,0,0,1992
8490,1991/1992,6,1. FC Nürnberg,1. FC Cologne,4,0,1992
8491,1991/1992,6,Eintracht Frankfurt,1. FC Kaiserslautern,2,0,1992
8492,1991/1992,6,VfB Stuttgart,FC Schalke 04,1,0,1992
8493,1991/1992,6,Bayer 04 Leverkusen,SV Werder Bremen,0,0,1992
8494,1991/1992,6,Bayern München,VfL Bochum,0,2,1992
8495,1991/1992,6,MSV Duisburg,Karlsruher SC,6,2,1992
8496,1991/1992,7,Stuttgarter Kickers,Karlsruher SC,1,1,1992
8497,1991/1992,7,1. FC Cologne,Bayern München,1,1,1992
8498,1991/1992,7,1. FC Kaiserslautern,1. FC Nürnberg,3,0,1992
8499,1991/1992,7,Hamburger SV,Eintracht Frankfurt,2,1,1992
8500,1991/1992,7,Hansa Rostock,Bayer 04 Leverkusen,2,2,1992
8501,1991/1992,7,1. FC Dynamo Dresden,VfB Stuttgart,1,0,1992
8502,1991/1992,7,VfL Bochum,Borussia Dortmund,0,0,1992
8503,1991/1992,7,SV Werder Bremen,MSV Duisburg,5,1,1992
8504,1991/1992,7,Fortuna Dusseldorf,SG Wattenscheid 09,4,3,1992
8505,1991/1992,7,FC Schalke 04,Borussia Mönchengladbach,3,1,1992
8506,1991/1992,8,Bayern München,1. FC Kaiserslautern,1,0,1992
8507,1991/1992,8,Borussia Dortmund,1. FC Cologne,3,1,1992
8508,1991/1992,8,SG Wattenscheid 09,FC Schalke 04,1,2,1992
8509,1991/1992,8,Borussia Mönchengladbach,1. FC Dynamo Dresden,1,0,1992
8510,1991/1992,8,Eintracht Frankfurt,Stuttgarter Kickers,6,1,1992
8511,1991/1992,8,1. FC Nürnberg,Hamburger SV,1,1,1992
8512,1991/1992,8,Karlsruher SC,SV Werder Bremen,2,1,1992
8513,1991/1992,8,Bayer 04 Leverkusen,Fortuna Dusseldorf,1,1,1992
8514,1991/1992,8,VfB Stuttgart,VfL Bochum,4,1,1992
8515,1991/1992,8,MSV Duisburg,Hansa Rostock,2,0,1992
8516,1991/1992,9,Eintracht Frankfurt,1. FC Nürnberg,2,2,1992
8517,1991/1992,9,Stuttgarter Kickers,SV Werder Bremen,2,1,1992
8518,1991/1992,9,1. FC Cologne,VfB Stuttgart,1,1,1992
8519,1991/1992,9,1. FC Kaiserslautern,Borussia Dortmund,4,0,1992
8520,1991/1992,9,FC Schalke 04,Bayer 04 Leverkusen,0,0,1992
8521,1991/1992,9,1. FC Dynamo Dresden,SG Wattenscheid 09,3,0,1992
8522,1991/1992,9,Hansa Rostock,Karlsruher SC,1,2,1992
8523,1991/1992,9,Fortuna Dusseldorf,MSV Duisburg,1,1,1992
8524,1991/1992,9,VfL Bochum,Borussia Mönchengladbach,3,1,1992
8525,1991/1992,9,Hamburger SV,Bayern München,1,0,1992
8526,1991/1992,10,Borussia Mönchengladbach,1. FC Cologne,2,2,1992
8527,1991/1992,10,MSV Duisburg,FC Schalke 04,2,0,1992
8528,1991/1992,10,Borussia Dortmund,Hamburger SV,2,2,1992
8529,1991/1992,10,Karlsruher SC,Fortuna Dusseldorf,1,5,1992
8530,1991/1992,10,VfB Stuttgart,1. FC Kaiserslautern,4,1,1992
8531,1991/1992,10,Bayer 04 Leverkusen,1. FC Dynamo Dresden,4,0,1992
8532,1991/1992,10,SG Wattenscheid 09,VfL Bochum,1,2,1992
8533,1991/1992,10,1. FC Nürnberg,Stuttgarter Kickers,2,0,1992
8534,1991/1992,10,Bayern München,Eintracht Frankfurt,3,3,1992
8535,1991/1992,10,SV Werder Bremen,Hansa Rostock,1,0,1992
8536,1991/1992,11,Stuttgarter Kickers,Hansa Rostock,1,1,1992
8537,1991/1992,11,1. FC Kaiserslautern,Borussia Mönchengladbach,4,2,1992
8538,1991/1992,11,Eintracht Frankfurt,Borussia Dortmund,3,0,1992
8539,1991/1992,11,Fortuna Dusseldorf,SV Werder Bremen,0,0,1992
8540,1991/1992,11,FC Schalke 04,Karlsruher SC,3,1,1992
8541,1991/1992,11,1. FC Dynamo Dresden,MSV Duisburg,0,0,1992
8542,1991/1992,11,1. FC Cologne,SG Wattenscheid 09,1,1,1992
8543,1991/1992,11,1. FC Nürnberg,Bayern München,1,1,1992
8544,1991/1992,11,VfL Bochum,Bayer 04 Leverkusen,0,2,1992
8545,1991/1992,11,Hamburger SV,VfB Stuttgart,1,1,1992
8546,1991/1992,12,Borussia Dortmund,1. FC Nürnberg,3,2,1992
8547,1991/1992,12,SV Werder Bremen,FC Schalke 04,2,1,1992
8548,1991/1992,12,MSV Duisburg,VfL Bochum,1,1,1992
8549,1991/1992,12,VfB Stuttgart,Eintracht Frankfurt,1,2,1992
8550,1991/1992,12,Karlsruher SC,1. FC Dynamo Dresden,1,0,1992
8551,1991/1992,12,SG Wattenscheid 09,1. FC Kaiserslautern,1,0,1992
8552,1991/1992,12,Borussia Mönchengladbach,Hamburger SV,1,0,1992
8553,1991/1992,12,Bayern München,Stuttgarter Kickers,1,4,1992
8554,1991/1992,12,Hansa Rostock,Fortuna Dusseldorf,3,1,1992
8555,1991/1992,12,Bayer 04 Leverkusen,1. FC Cologne,1,1,1992
8556,1991/1992,13,Eintracht Frankfurt,Borussia Mönchengladbach,0,0,1992
8557,1991/1992,13,1. FC Dynamo Dresden,SV Werder Bremen,2,1,1992
8558,1991/1992,13,FC Schalke 04,Hansa Rostock,5,0,1992
8559,1991/1992,13,Hamburger SV,SG Wattenscheid 09,0,1,1992
8560,1991/1992,13,1. FC Kaiserslautern,Bayer 04 Leverkusen,2,1,1992
8561,1991/1992,13,1. FC Cologne,MSV Duisburg,1,1,1992
8562,1991/1992,13,Stuttgarter Kickers,Fortuna Dusseldorf,0,1,1992
8563,1991/1992,13,Bayern München,Borussia Dortmund,0,3,1992
8564,1991/1992,13,1. FC Nürnberg,VfB Stuttgart,4,3,1992
8565,1991/1992,13,VfL Bochum,Karlsruher SC,1,3,1992
8566,1991/1992,14,Borussia Mönchengladbach,1. FC Nürnberg,1,0,1992
8567,1991/1992,14,MSV Duisburg,1. FC Kaiserslautern,1,1,1992
8568,1991/1992,14,SV Werder Bremen,VfL Bochum,3,0,1992
8569,1991/1992,14,SG Wattenscheid 09,Eintracht Frankfurt,2,4,1992
8570,1991/1992,14,Fortuna Dusseldorf,FC Schalke 04,1,1,1992
8571,1991/1992,14,Hansa Rostock,1. FC Dynamo Dresden,3,0,1992
8572,1991/1992,14,Karlsruher SC,1. FC Cologne,0,1,1992
8573,1991/1992,14,Bayer 04 Leverkusen,Hamburger SV,1,1,1992
8574,1991/1992,14,VfB Stuttgart,Bayern München,3,2,1992
8575,1991/1992,14,Borussia Dortmund,Stuttgarter Kickers,3,1,1992
8576,1991/1992,15,Stuttgarter Kickers,FC Schalke 04,1,1,1992
8577,1991/1992,15,1. FC Cologne,SV Werder Bremen,5,0,1992
8578,1991/1992,15,1. FC Kaiserslautern,Karlsruher SC,3,0,1992
8579,1991/1992,15,Hamburger SV,MSV Duisburg,1,1,1992
8580,1991/1992,15,Bayern München,Borussia Mönchengladbach,3,0,1992
8581,1991/1992,15,Borussia Dortmund,VfB Stuttgart,0,0,1992
8582,1991/1992,15,1. FC Nürnberg,SG Wattenscheid 09,3,1,1992
8583,1991/1992,15,1. FC Dynamo Dresden,Fortuna Dusseldorf,2,0,1992
8584,1991/1992,15,VfL Bochum,Hansa Rostock,3,2,1992
8585,1991/1992,15,Eintracht Frankfurt,Bayer 04 Leverkusen,0,1,1992
8586,1991/1992,16,Karlsruher SC,Hamburger SV,4,1,1992
8587,1991/1992,16,Hansa Rostock,1. FC Cologne,1,1,1992
8588,1991/1992,16,MSV Duisburg,Eintracht Frankfurt,3,6,1992
8589,1991/1992,16,SG Wattenscheid 09,Bayern München,0,0,1992
8590,1991/1992,16,SV Werder Bremen,1. FC Kaiserslautern,0,2,1992
8591,1991/1992,16,Borussia Mönchengladbach,Borussia Dortmund,1,1,1992
8592,1991/1992,16,FC Schalke 04,1. FC Dynamo Dresden,1,1,1992
8593,1991/1992,16,Fortuna Dusseldorf,VfL Bochum,3,0,1992
8594,1991/1992,16,Bayer 04 Leverkusen,1. FC Nürnberg,0,1,1992
8595,1991/1992,16,VfB Stuttgart,Stuttgarter Kickers,3,1,1992
8596,1991/1992,17,Eintracht Frankfurt,Karlsruher SC,1,1,1992
8597,1991/1992,17,1. FC Dynamo Dresden,Stuttgarter Kickers,2,2,1992
8598,1991/1992,17,Bayern München,Bayer 04 Leverkusen,2,2,1992
8599,1991/1992,17,Borussia Dortmund,SG Wattenscheid 09,1,1,1992
8600,1991/1992,17,1. FC Kaiserslautern,Hansa Rostock,3,0,1992
8601,1991/1992,17,1. FC Cologne,Fortuna Dusseldorf,4,1,1992
8602,1991/1992,17,VfB Stuttgart,Borussia Mönchengladbach,0,1,1992
8603,1991/1992,17,Hamburger SV,SV Werder Bremen,0,1,1992
8604,1991/1992,17,VfL Bochum,FC Schalke 04,1,0,1992
8605,1991/1992,17,1. FC Nürnberg,MSV Duisburg,1,1,1992
8606,1991/1992,18,MSV Duisburg,Bayern München,1,1,1992
8607,1991/1992,18,Bayer 04 Leverkusen,Borussia Dortmund,0,2,1992
8608,1991/1992,18,SG Wattenscheid 09,VfB Stuttgart,1,3,1992
8609,1991/1992,18,Karlsruher SC,1. FC Nürnberg,1,0,1992
8610,1991/1992,18,Hansa Rostock,Hamburger SV,1,2,1992
8611,1991/1992,18,Fortuna Dusseldorf,1. FC Kaiserslautern,1,0,1992
8612,1991/1992,18,FC Schalke 04,1. FC Cologne,3,0,1992
8613,1991/1992,18,1. FC Dynamo Dresden,VfL Bochum,0,0,1992
8614,1991/1992,18,SV Werder Bremen,Eintracht Frankfurt,1,0,1992
8615,1991/1992,18,Stuttgarter Kickers,Borussia Mönchengladbach,3,0,1992
8616,1991/1992,19,VfL Bochum,Stuttgarter Kickers,2,2,1992
8617,1991/1992,19,Borussia Mönchengladbach,SG Wattenscheid 09,1,0,1992
8618,1991/1992,19,Borussia Dortmund,MSV Duisburg,2,1,1992
8619,1991/1992,19,1. FC Nürnberg,SV Werder Bremen,1,0,1992
8620,1991/1992,19,Bayern München,Karlsruher SC,1,0,1992
8621,1991/1992,19,Hamburger SV,Fortuna Dusseldorf,1,1,1992
8622,1991/1992,19,1. FC Kaiserslautern,FC Schalke 04,1,1,1992
8623,1991/1992,19,VfB Stuttgart,Bayer 04 Leverkusen,2,0,1992
8624,1991/1992,19,1. FC Cologne,1. FC Dynamo Dresden,1,1,1992
8625,1991/1992,19,Eintracht Frankfurt,Hansa Rostock,2,0,1992
8626,1991/1992,20,Bayern München,SV Werder Bremen,3,4,1992
8627,1991/1992,20,Borussia Dortmund,Karlsruher SC,1,0,1992
8628,1991/1992,20,Borussia Mönchengladbach,Bayer 04 Leverkusen,2,2,1992
8629,1991/1992,20,SG Wattenscheid 09,Stuttgarter Kickers,4,1,1992
8630,1991/1992,20,1. FC Cologne,VfL Bochum,1,0,1992
8631,1991/1992,20,1. FC Kaiserslautern,1. FC Dynamo Dresden,4,1,1992
8632,1991/1992,20,Hamburger SV,FC Schalke 04,2,1,1992
8633,1991/1992,20,Eintracht Frankfurt,Fortuna Dusseldorf,1,1,1992
8634,1991/1992,20,1. FC Nürnberg,Hansa Rostock,0,0,1992
8635,1991/1992,20,VfB Stuttgart,MSV Duisburg,2,0,1992
8636,1991/1992,21,SV Werder Bremen,Borussia Dortmund,0,1,1992
8637,1991/1992,21,Stuttgarter Kickers,1. FC Cologne,0,3,1992
8638,1991/1992,21,MSV Duisburg,Borussia Mönchengladbach,1,1,1992
8639,1991/1992,21,Karlsruher SC,VfB Stuttgart,0,0,1992
8640,1991/1992,21,VfL Bochum,1. FC Kaiserslautern,0,0,1992
8641,1991/1992,21,1. FC Dynamo Dresden,Hamburger SV,3,0,1992
8642,1991/1992,21,Bayer 04 Leverkusen,SG Wattenscheid 09,6,1,1992
8643,1991/1992,21,Fortuna Dusseldorf,1. FC Nürnberg,1,2,1992
8644,1991/1992,21,FC Schalke 04,Eintracht Frankfurt,1,1,1992
8645,1991/1992,21,Hansa Rostock,Bayern München,2,1,1992
8646,1991/1992,22,Bayern München,Fortuna Dusseldorf,3,1,1992
8647,1991/1992,22,1. FC Nürnberg,FC Schalke 04,0,1,1992
8648,1991/1992,22,Eintracht Frankfurt,1. FC Dynamo Dresden,3,0,1992
8649,1991/1992,22,Borussia Mönchengladbach,Karlsruher SC,1,0,1992
8650,1991/1992,22,Borussia Dortmund,Hansa Rostock,4,1,1992
8651,1991/1992,22,Hamburger SV,VfL Bochum,0,0,1992
8652,1991/1992,22,Bayer 04 Leverkusen,Stuttgarter Kickers,3,1,1992
8653,1991/1992,22,1. FC Kaiserslautern,1. FC Cologne,2,1,1992
8654,1991/1992,22,SG Wattenscheid 09,MSV Duisburg,2,0,1992
8655,1991/1992,22,VfB Stuttgart,SV Werder Bremen,1,1,1992
8656,1991/1992,23,FC Schalke 04,Bayern München,1,1,1992
8657,1991/1992,23,Stuttgarter Kickers,1. FC Kaiserslautern,1,1,1992
8658,1991/1992,23,1. FC Cologne,Hamburger SV,0,0,1992
8659,1991/1992,23,Fortuna Dusseldorf,Borussia Dortmund,1,1,1992
8660,1991/1992,23,Karlsruher SC,SG Wattenscheid 09,1,2,1992
8661,1991/1992,23,VfL Bochum,Eintracht Frankfurt,0,0,1992
8662,1991/1992,23,1. FC Dynamo Dresden,1. FC Nürnberg,1,2,1992
8663,1991/1992,23,Hansa Rostock,VfB Stuttgart,2,0,1992
8664,1991/1992,23,SV Werder Bremen,Borussia Mönchengladbach,0,0,1992
8665,1991/1992,23,MSV Duisburg,Bayer 04 Leverkusen,1,2,1992
8666,1991/1992,24,Bayer 04 Leverkusen,Karlsruher SC,2,0,1992
8667,1991/1992,24,MSV Duisburg,Stuttgarter Kickers,1,1,1992
8668,1991/1992,24,1. FC Nürnberg,VfL Bochum,1,0,1992
8669,1991/1992,24,SG Wattenscheid 09,SV Werder Bremen,0,1,1992
8670,1991/1992,24,Bayern München,1. FC Dynamo Dresden,1,2,1992
8671,1991/1992,24,Borussia Dortmund,FC Schalke 04,2,0,1992
8672,1991/1992,24,VfB Stuttgart,Fortuna Dusseldorf,3,1,1992
8673,1991/1992,24,Borussia Mönchengladbach,Hansa Rostock,1,1,1992
8674,1991/1992,24,Eintracht Frankfurt,1. FC Cologne,1,2,1992
8675,1991/1992,24,Hamburger SV,1. FC Kaiserslautern,0,1,1992
8676,1991/1992,25,VfL Bochum,Bayern München,0,5,1992
8677,1991/1992,25,Karlsruher SC,MSV Duisburg,2,2,1992
8678,1991/1992,25,Stuttgarter Kickers,Hamburger SV,1,1,1992
8679,1991/1992,25,1. FC Kaiserslautern,Eintracht Frankfurt,1,1,1992
8680,1991/1992,25,1. FC Cologne,1. FC Nürnberg,4,0,1992
8681,1991/1992,25,1. FC Dynamo Dresden,Borussia Dortmund,0,0,1992
8682,1991/1992,25,Fortuna Dusseldorf,Borussia Mönchengladbach,1,1,1992
8683,1991/1992,25,Hansa Rostock,SG Wattenscheid 09,1,1,1992
8684,1991/1992,25,SV Werder Bremen,Bayer 04 Leverkusen,1,1,1992
8685,1991/1992,25,FC Schalke 04,VfB Stuttgart,0,1,1992
8686,1991/1992,26,Karlsruher SC,Stuttgarter Kickers,3,1,1992
8687,1991/1992,26,SG Wattenscheid 09,Fortuna Dusseldorf,4,1,1992
8688,1991/1992,26,Bayer 04 Leverkusen,Hansa Rostock,3,0,1992
8689,1991/1992,26,Borussia Dortmund,VfL Bochum,1,1,1992
8690,1991/1992,26,VfB Stuttgart,1. FC Dynamo Dresden,1,1,1992
8691,1991/1992,26,Borussia Mönchengladbach,FC Schalke 04,1,1,1992
8692,1991/1992,26,Eintracht Frankfurt,Hamburger SV,2,1,1992
8693,1991/1992,26,1. FC Nürnberg,1. FC Kaiserslautern,3,2,1992
8694,1991/1992,26,MSV Duisburg,SV Werder Bremen,0,0,1992
8695,1991/1992,26,Bayern München,1. FC Cologne,0,0,1992
8696,1991/1992,27,FC Schalke 04,SG Wattenscheid 09,1,1,1992
8697,1991/1992,27,1. FC Dynamo Dresden,Borussia Mönchengladbach,1,2,1992
8698,1991/1992,27,VfL Bochum,VfB Stuttgart,0,2,1992
8699,1991/1992,27,Fortuna Dusseldorf,Bayer 04 Leverkusen,1,1,1992
8700,1991/1992,27,SV Werder Bremen,Karlsruher SC,0,0,1992
8701,1991/1992,27,Hamburger SV,1. FC Nürnberg,0,2,1992
8702,1991/1992,27,1. FC Kaiserslautern,Bayern München,4,0,1992
8703,1991/1992,27,1. FC Cologne,Borussia Dortmund,1,2,1992
8704,1991/1992,27,Hansa Rostock,MSV Duisburg,0,0,1992
8705,1991/1992,27,Stuttgarter Kickers,Eintracht Frankfurt,0,2,1992
8706,1991/1992,28,SV Werder Bremen,Stuttgarter Kickers,1,3,1992
8707,1991/1992,28,SG Wattenscheid 09,1. FC Dynamo Dresden,3,0,1992
8708,1991/1992,28,MSV Duisburg,Fortuna Dusseldorf,2,2,1992
8709,1991/1992,28,VfB Stuttgart,1. FC Cologne,1,0,1992
8710,1991/1992,28,Borussia Dortmund,1. FC Kaiserslautern,3,1,1992
8711,1991/1992,28,Bayern München,Hamburger SV,2,0,1992
8712,1991/1992,28,Karlsruher SC,Hansa Rostock,2,1,1992
8713,1991/1992,28,Bayer 04 Leverkusen,FC Schalke 04,2,1,1992
8714,1991/1992,28,1. FC Nürnberg,Eintracht Frankfurt,1,3,1992
8715,1991/1992,28,Borussia Mönchengladbach,VfL Bochum,1,2,1992
8716,1991/1992,29,Stuttgarter Kickers,1. FC Nürnberg,3,1,1992
8717,1991/1992,29,Eintracht Frankfurt,Bayern München,3,2,1992
8718,1991/1992,29,FC Schalke 04,MSV Duisburg,3,0,1992
8719,1991/1992,29,1. FC Kaiserslautern,VfB Stuttgart,0,0,1992
8720,1991/1992,29,Hansa Rostock,SV Werder Bremen,0,0,1992
8721,1991/1992,29,Fortuna Dusseldorf,Karlsruher SC,2,3,1992
8722,1991/1992,29,VfL Bochum,SG Wattenscheid 09,1,1,1992
8723,1991/1992,29,Hamburger SV,Borussia Dortmund,1,1,1992
8724,1991/1992,29,1. FC Dynamo Dresden,Bayer 04 Leverkusen,1,0,1992
8725,1991/1992,29,1. FC Cologne,Borussia Mönchengladbach,1,1,1992
8726,1991/1992,30,SG Wattenscheid 09,1. FC Cologne,1,2,1992
8727,1991/1992,30,VfB Stuttgart,Hamburger SV,3,2,1992
8728,1991/1992,30,Borussia Dortmund,Eintracht Frankfurt,2,2,1992
8729,1991/1992,30,Bayern München,1. FC Nürnberg,1,3,1992
8730,1991/1992,30,Karlsruher SC,FC Schalke 04,1,0,1992
8731,1991/1992,30,Bayer 04 Leverkusen,VfL Bochum,2,0,1992
8732,1991/1992,30,SV Werder Bremen,Fortuna Dusseldorf,2,1,1992
8733,1991/1992,30,Hansa Rostock,Stuttgarter Kickers,2,2,1992
8734,1991/1992,30,Borussia Mönchengladbach,1. FC Kaiserslautern,1,0,1992
8735,1991/1992,30,MSV Duisburg,1. FC Dynamo Dresden,3,0,1992
8736,1991/1992,31,1. FC Dynamo Dresden,Karlsruher SC,2,0,1992
8737,1991/1992,31,VfL Bochum,MSV Duisburg,2,1,1992
8738,1991/1992,31,Eintracht Frankfurt,VfB Stuttgart,1,1,1992
8739,1991/1992,31,1. FC Cologne,Bayer 04 Leverkusen,1,1,1992
8740,1991/1992,31,1. FC Nürnberg,Borussia Dortmund,2,1,1992
8741,1991/1992,31,Fortuna Dusseldorf,Hansa Rostock,0,0,1992
8742,1991/1992,31,Stuttgarter Kickers,Bayern München,2,4,1992
8743,1991/1992,31,Hamburger SV,Borussia Mönchengladbach,1,0,1992
8744,1991/1992,31,1. FC Kaiserslautern,SG Wattenscheid 09,3,2,1992
8745,1991/1992,31,FC Schalke 04,SV Werder Bremen,0,0,1992
8746,1991/1992,32,Hansa Rostock,FC Schalke 04,2,0,1992
8747,1991/1992,32,SV Werder Bremen,1. FC Dynamo Dresden,2,0,1992
8748,1991/1992,32,Fortuna Dusseldorf,Stuttgarter Kickers,1,3,1992
8749,1991/1992,32,VfB Stuttgart,1. FC Nürnberg,2,0,1992
8750,1991/1992,32,Borussia Mönchengladbach,Eintracht Frankfurt,1,1,1992
8751,1991/1992,32,SG Wattenscheid 09,Hamburger SV,1,1,1992
8752,1991/1992,32,Bayer 04 Leverkusen,1. FC Kaiserslautern,3,0,1992
8753,1991/1992,32,MSV Duisburg,1. FC Cologne,1,3,1992
8754,1991/1992,32,Karlsruher SC,VfL Bochum,1,1,1992
8755,1991/1992,32,Borussia Dortmund,Bayern München,3,0,1992
8756,1991/1992,33,Hamburger SV,Bayer 04 Leverkusen,1,1,1992
8757,1991/1992,33,Bayern München,VfB Stuttgart,1,0,1992
8758,1991/1992,33,1. FC Kaiserslautern,MSV Duisburg,2,1,1992
8759,1991/1992,33,1. FC Cologne,Karlsruher SC,2,3,1992
8760,1991/1992,33,VfL Bochum,SV Werder Bremen,2,2,1992
8761,1991/1992,33,1. FC Nürnberg,Borussia Mönchengladbach,2,1,1992
8762,1991/1992,33,Eintracht Frankfurt,SG Wattenscheid 09,1,1,1992
8763,1991/1992,33,1. FC Dynamo Dresden,Hansa Rostock,2,1,1992
8764,1991/1992,33,Stuttgarter Kickers,Borussia Dortmund,0,1,1992
8765,1991/1992,33,FC Schalke 04,Fortuna Dusseldorf,0,0,1992
8766,1991/1992,34,FC Schalke 04,Stuttgarter Kickers,1,2,1992
8767,1991/1992,34,Karlsruher SC,1. FC Kaiserslautern,2,1,1992
8768,1991/1992,34,MSV Duisburg,Hamburger SV,0,1,1992
8769,1991/1992,34,Bayer 04 Leverkusen,Eintracht Frankfurt,1,3,1992
8770,1991/1992,34,Borussia Mönchengladbach,Bayern München,1,1,1992
8771,1991/1992,34,SV Werder Bremen,1. FC Cologne,1,3,1992
8772,1991/1992,34,SG Wattenscheid 09,1. FC Nürnberg,1,1,1992
8773,1991/1992,34,Fortuna Dusseldorf,1. FC Dynamo Dresden,1,3,1992
8774,1991/1992,34,Hansa Rostock,VfL Bochum,0,2,1992
8775,1991/1992,34,VfB Stuttgart,Borussia Dortmund,4,2,1992
8776,1991/1992,35,Stuttgarter Kickers,VfB Stuttgart,1,3,1992
8777,1991/1992,35,Eintracht Frankfurt,MSV Duisburg,3,0,1992
8778,1991/1992,35,Hamburger SV,Karlsruher SC,0,1,1992
8779,1991/1992,35,1. FC Cologne,Hansa Rostock,3,1,1992
8780,1991/1992,35,1. FC Dynamo Dresden,FC Schalke 04,2,1,1992
8781,1991/1992,35,Borussia Dortmund,Borussia Mönchengladbach,2,2,1992
8782,1991/1992,35,1. FC Nürnberg,Bayer 04 Leverkusen,1,0,1992
8783,1991/1992,35,Bayern München,SG Wattenscheid 09,5,2,1992
8784,1991/1992,35,VfL Bochum,Fortuna Dusseldorf,3,0,1992
8785,1991/1992,35,1. FC Kaiserslautern,SV Werder Bremen,2,2,1992
8786,1991/1992,36,Borussia Mönchengladbach,VfB Stuttgart,0,1,1992
8787,1991/1992,36,Fortuna Dusseldorf,1. FC Cologne,1,3,1992
8788,1991/1992,36,Hansa Rostock,1. FC Kaiserslautern,0,1,1992
8789,1991/1992,36,Karlsruher SC,Eintracht Frankfurt,0,2,1992
8790,1991/1992,36,Bayer 04 Leverkusen,Bayern München,2,1,1992
8791,1991/1992,36,SG Wattenscheid 09,Borussia Dortmund,0,1,1992
8792,1991/1992,36,Stuttgarter Kickers,1. FC Dynamo Dresden,0,0,1992
8793,1991/1992,36,FC Schalke 04,VfL Bochum,2,1,1992
8794,1991/1992,36,MSV Duisburg,1. FC Nürnberg,3,0,1992
8795,1991/1992,36,SV Werder Bremen,Hamburger SV,1,1,1992
8796,1991/1992,37,Borussia Dortmund,Bayer 04 Leverkusen,3,1,1992
8797,1991/1992,37,VfB Stuttgart,SG Wattenscheid 09,1,1,1992
8798,1991/1992,37,Bayern München,MSV Duisburg,4,2,1992
8799,1991/1992,37,1. FC Nürnberg,Karlsruher SC,1,2,1992
8800,1991/1992,37,Eintracht Frankfurt,SV Werder Bremen,2,2,1992
8801,1991/1992,37,Hamburger SV,Hansa Rostock,1,0,1992
8802,1991/1992,37,1. FC Kaiserslautern,Fortuna Dusseldorf,2,0,1992
8803,1991/1992,37,1. FC Cologne,FC Schalke 04,3,0,1992
8804,1991/1992,37,VfL Bochum,1. FC Dynamo Dresden,1,0,1992
8805,1991/1992,37,Borussia Mönchengladbach,Stuttgarter Kickers,2,1,1992
8806,1991/1992,38,1. FC Dynamo Dresden,1. FC Cologne,0,0,1992
8807,1991/1992,38,SG Wattenscheid 09,Borussia Mönchengladbach,3,2,1992
8808,1991/1992,38,MSV Duisburg,Borussia Dortmund,0,1,1992
8809,1991/1992,38,Karlsruher SC,Bayern München,3,0,1992
8810,1991/1992,38,SV Werder Bremen,1. FC Nürnberg,1,3,1992
8811,1991/1992,38,Hansa Rostock,Eintracht Frankfurt,2,1,1992
8812,1991/1992,38,Fortuna Dusseldorf,Hamburger SV,1,0,1992
8813,1991/1992,38,FC Schalke 04,1. FC Kaiserslautern,2,0,1992
8814,1991/1992,38,Bayer 04 Leverkusen,VfB Stuttgart,1,2,1992
8815,1991/1992,38,Stuttgarter Kickers,VfL Bochum,2,0,1992
8816,1992/1993,1,1. FC Kaiserslautern,1. FC Cologne,1,0,1993
8817,1992/1993,1,Bayer 04 Leverkusen,1. FC Saarbrücken,1,1,1993
8818,1992/1993,1,Karlsruher SC,Borussia Mönchengladbach,4,2,1993
8819,1992/1993,1,VfL Bochum,Borussia Dortmund,2,2,1993
8820,1992/1993,1,Hamburger SV,VfB Stuttgart,1,1,1993
8821,1992/1993,1,FC Bayer 05 Uerdingen,Bayern München,0,3,1993
